           organization_id            | dateint  | frequency_ms |     segment_id     | instance_num | slot_id | slot_count | record_count | file_size 
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301333342907793590 |           15 |       0 |          1 |        68248 |   2043385
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301333365791916214 |           15 |       0 |          1 |        68342 |   2103469
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217302135705291 |           12 |       0 |          1 |          463 |     40187
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217324835278539 |           15 |       0 |          1 |          272 |     43590
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218234210715939 |           12 |       0 |          1 |          229 |     31828
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301220628755644965 |           12 |       0 |          1 |          235 |     32218
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218574737867293 |           12 |       0 |          1 |          228 |     32202
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217329499343139 |           15 |       0 |          1 |         3807 |    206396
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217509384651293 |           12 |       0 |          1 |          235 |     31908
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217328475934224 |           15 |       0 |          1 |           33 |     30279
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217490208296651 |           12 |       0 |          1 |          229 |     31915
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217655111551267 |           12 |       0 |          1 |          235 |     31864
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217307017874960 |           12 |       0 |          1 |          228 |     31895
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218071035511325 |           12 |       0 |          1 |          229 |     32221
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217639928172235 |           12 |       0 |          1 |          235 |     32124
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301333690682704054 |           12 |       0 |          1 |         2542 |    103335
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218072159586543 |           12 |       0 |          1 |          464 |     38470
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217106026825728 |           15 |       0 |          1 |        50792 |   1479218
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217120354568483 |           12 |       0 |          1 |          228 |     32161
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217113861785839 |           12 |       0 |          1 |          235 |     32158
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217133776342544 |           12 |       0 |          1 |          229 |     31778
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217155586723344 |           12 |       0 |          1 |          235 |     31745
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217567182160421 |           12 |       0 |          1 |          235 |     31943
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217136863348975 |           12 |       0 |          1 |          235 |     31947
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217153590231589 |           12 |       0 |          1 |          235 |     32026
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217157163780335 |           12 |       0 |          1 |          229 |     31589
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217491852463632 |           12 |       0 |          1 |          235 |     31967
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217513595735568 |           12 |       0 |          1 |          229 |     31719
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218593662570000 |           12 |       0 |          1 |          235 |     31785
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301220006220268069 |           12 |       0 |          1 |          235 |     32183
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217346746320896 |           15 |       0 |          1 |        51656 |   1514124
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217652209091109 |           12 |       0 |          1 |          229 |     31972
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301222409422245302 |           15 |       0 |          1 |        52015 |   1684748
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217749198178543 |           12 |       0 |          1 |          228 |     31536
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217655698755088 |           12 |       0 |          1 |          228 |     31552
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217346662436555 |           15 |       0 |          1 |           70 |     31586
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217679186857488 |           12 |       0 |          1 |          229 |     31550
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217702993726992 |           12 |       0 |          1 |          235 |     31999
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217586207523365 |           12 |       0 |          1 |          458 |     38498
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217675948851741 |           12 |       0 |          1 |          235 |     31874
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217166961672733 |           12 |       0 |          1 |          235 |     32285
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301300967377211260 |           12 |       0 |          1 |          235 |     32195
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217181490744848 |           12 |       0 |          1 |          229 |     31711
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217191053756707 |           12 |       0 |          1 |          235 |     31967
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217213921102115 |           12 |       0 |          1 |          228 |     31666
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217404493500107 |           12 |       0 |          1 |          235 |     32276
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217445799005899 |           12 |       0 |          1 |          229 |     32028
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217466200100555 |           12 |       0 |          1 |          235 |     32011
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217201086531823 |           12 |       0 |          1 |          229 |     31614
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217524551254565 |           12 |       0 |          1 |          235 |     32151
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217416791197987 |           12 |       0 |          1 |          229 |     31463
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217437628500259 |           12 |       0 |          1 |          235 |     32182
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217376022564368 |           12 |       0 |          1 |          235 |     31903
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217223786104832 |           15 |       0 |          1 |        56231 |   1667327
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217534080713245 |           12 |       0 |          1 |          458 |     39199
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301220020782894608 |           12 |       0 |          1 |          229 |     31588
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217553189963776 |           15 |       0 |          1 |        56233 |   1771406
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217692575074304 |           15 |       0 |          1 |        56433 |   1608471
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218601866625573 |           12 |       0 |          1 |          229 |     31761
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217722153307851 |           12 |       0 |          1 |          235 |     32151
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217745121316368 |           12 |       0 |          1 |          235 |     32426
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217604897341981 |           12 |       0 |          1 |          229 |     31875
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217693598482973 |           12 |       0 |          1 |          464 |     40111
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218122407349776 |           12 |       0 |          1 |          235 |     31946
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217715173982749 |           12 |       0 |          1 |          228 |     31468
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217717959002403 |           12 |       0 |          1 |          229 |     31937
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217620802145718 |           15 |       0 |          1 |        58880 |   1894971
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301341941767868299 |           15 |       0 |          1 |        69804 |   2237653
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218144200953360 |           12 |       0 |          1 |          229 |     31767
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218164685934096 |           12 |       0 |          1 |          229 |     31931
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218186630532624 |           12 |       0 |          1 |          228 |     31523
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218242800648733 |           12 |       0 |          1 |          229 |     31563
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218327307488784 |           12 |       0 |          1 |          229 |     31406
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301221634650407453 |           12 |       0 |          1 |          235 |     32085
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217769213398544 |           12 |       0 |          1 |          464 |     39108
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218147774499107 |           12 |       0 |          1 |          235 |     31993
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218194113169699 |           12 |       0 |          1 |          235 |     32540
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218213843175663 |           12 |       0 |          1 |          235 |     32177
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217767351127478 |           15 |       0 |          1 |        48257 |   1531466
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217786376487461 |           12 |       0 |          1 |          228 |     31372
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217792164628719 |           12 |       0 |          1 |          229 |     31723
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217791007002128 |           12 |       0 |          1 |          229 |     31852
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218135376137931 |           12 |       0 |          1 |          463 |     39350
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217816407707152 |           12 |       0 |          1 |          228 |     31668
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217835181411856 |           12 |       0 |          1 |          458 |     38464
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217860515004957 |           12 |       0 |          1 |          235 |     32070
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301219157846789648 |           12 |       0 |          1 |          235 |     31799
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217807666774565 |           12 |       0 |          1 |          235 |     31993
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217807733883429 |           12 |       0 |          1 |          235 |     31886
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217828134978085 |           12 |       0 |          1 |          235 |     32425
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218622351606309 |           12 |       0 |          1 |          229 |     31882
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217849693700645 |           12 |       0 |          1 |          235 |     32154
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217867511104037 |           12 |       0 |          1 |          228 |     31579
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217862075287843 |           12 |       0 |          1 |          229 |     31798
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217884858747171 |           12 |       0 |          1 |          229 |     31562
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217878198193590 |           15 |       0 |          1 |        50153 |   1541630
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218171749141942 |           15 |       0 |          1 |        54112 |   1789450
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217888616845003 |           12 |       0 |          1 |          229 |     31710
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218171950465573 |           12 |       0 |          1 |          235 |     31924
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218727813186085 |           12 |       0 |          1 |          229 |     31863
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218193559519781 |           12 |       0 |          1 |          458 |     39606
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218282747200029 |           12 |       0 |          1 |          229 |     31702
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218656979781871 |           12 |       0 |          1 |          229 |     31979
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217902206388224 |           15 |       0 |          1 |        55095 |   1846970
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217907323440843 |           12 |       0 |          1 |          229 |     31827
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218286639515648 |           15 |       0 |          1 |        48418 |   1508741
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301217910544664867 |           12 |       0 |          1 |          235 |     32499
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218006795553059 |           12 |       0 |          1 |          235 |     31987
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218746284900901 |           12 |       0 |          1 |          235 |     32149
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218212802988032 |           15 |       0 |          1 |        53830 |   1774345
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218213641849123 |           12 |       0 |          1 |          229 |     31894
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218044024193573 |           12 |       0 |          1 |          235 |     32469
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218747895515427 |           12 |       0 |          1 |          234 |     31872
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218245568892619 |           12 |       0 |          1 |          235 |     31962
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218265215012555 |           12 |       0 |          1 |          464 |     38642
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218639145602576 |           12 |       0 |          1 |          228 |     31817
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218027314089398 |           15 |       0 |          1 |        48349 |   1435108
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218293165851173 |           12 |       0 |          1 |          235 |     32243
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218331417903653 |           12 |       0 |          1 |          235 |     32104
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301219587427404067 |           12 |       0 |          1 |          464 |     38621
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218283435068944 |           12 |       0 |          1 |          235 |     32065
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218306050756112 |           12 |       0 |          1 |          228 |     31684
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218042111592448 |           15 |       0 |          1 |        50437 |   1613730
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218233673844975 |           12 |       0 |          1 |          235 |     32229
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301219174892439552 |           15 |       0 |          1 |        51477 |   1580766
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218657583762870 |           15 |       0 |          1 |        45486 |   1526964
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301219194152682021 |           12 |       0 |          1 |          229 |     31776
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301243848791688798 |           15 |       0 |          1 |        57183 |   1756781
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218372471754166 |           15 |       0 |          1 |        50747 |   1535987
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301219178751200971 |           12 |       0 |          1 |          464 |     38708
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218790509644067 |           12 |       0 |          1 |          229 |     31949
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218797438635723 |           12 |       0 |          1 |          229 |     31835
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301219180915461648 |           12 |       0 |          1 |          229 |     31584
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301220279890218699 |           12 |       0 |          1 |          232 |     31743
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218375827194405 |           12 |       0 |          1 |          464 |     39446
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301341957404230510 |           15 |       0 |          1 |        72351 |   1938013
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218390054275072 |           15 |       0 |          1 |        50647 |   1508256
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218663388678144 |           15 |       0 |          1 |        53117 |   1477060
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218390574370507 |           12 |       0 |          1 |          229 |     31633
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218406714050799 |           12 |       0 |          1 |          235 |     31834
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301219216684484847 |           12 |       0 |          1 |          235 |     32259
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301221641763950096 |           12 |       0 |          1 |          229 |     31769
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301220964971053597 |           12 |       0 |          1 |          235 |     31854
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301219201433997003 |           12 |       0 |          1 |          229 |     31668
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218673085910731 |           12 |       0 |          1 |          458 |     38411
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301219833112956432 |           12 |       0 |          1 |          470 |     39200
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301219232824166691 |           12 |       0 |          1 |          229 |     31647
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218768397273327 |           12 |       0 |          1 |          463 |     40363
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218784822169014 |           15 |       0 |          1 |        54342 |   1594607
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301223910697863407 |           12 |       0 |          1 |          229 |     31704
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301219834639680037 |           12 |       0 |          1 |          229 |     31644
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218522090966454 |           15 |       0 |          1 |        54327 |   1719831
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218523584135717 |           12 |       0 |          1 |          235 |     32075
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301219254215117091 |           12 |       0 |          1 |          235 |     31972
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218534808093213 |           12 |       0 |          1 |          235 |     31849
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218534640322851 |           12 |       0 |          1 |          229 |     31544
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218554705873187 |           12 |       0 |          1 |          228 |     31712
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218686792892965 |           12 |       0 |          1 |          235 |     31927
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218716018803229 |           12 |       0 |          1 |          229 |     32123
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218543867789861 |           12 |       0 |          1 |          235 |     31924
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218552692606976 |           15 |       0 |          1 |        46359 |   1424370
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301220983107224093 |           12 |       0 |          1 |          235 |     32221
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218704123758831 |           12 |       0 |          1 |          229 |     31784
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218805441364517 |           12 |       0 |          1 |          229 |     31777
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218716119466525 |           12 |       0 |          1 |          235 |     31932
 65928f26-224b-4acb-8e57-9ee628164694 | 20250909 |        10000 | 301218754673508893 |           12 |       0 |          1 |          229 |     31881
